año,municipio,geocode,Actividad económica,num_casos
2023,San Cristóbal de La Laguna,20230101_38023_D03_S018,Industria,18
2023,San Cristóbal de La Laguna,20230101_38023_D03_S018,No consta,1
2023,San Cristóbal de La Laguna,20230101_38023_D03_S018,Servicios,231
2023,San Cristóbal de La Laguna,20230101_38023_D03_S019,"Agricultura, ganadería y pesca",4
2023,San Cristóbal de La Laguna,20230101_38023_D03_S019,Construcción,41
2023,San Cristóbal de La Laguna,20230101_38023_D03_S019,Industria,34
2023,San Cristóbal de La Laguna,20230101_38023_D03_S019,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D03_S019,Servicios,649
2023,San Cristóbal de La Laguna,20230101_38023_D03_S020,"Agricultura, ganadería y pesca",3
2023,San Cristóbal de La Laguna,20230101_38023_D03_S020,Construcción,31
2023,San Cristóbal de La Laguna,20230101_38023_D03_S020,Industria,35
2023,San Cristóbal de La Laguna,20230101_38023_D03_S020,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D03_S020,Servicios,342
2023,San Cristóbal de La Laguna,20230101_38023_D03_S021,"Agricultura, ganadería y pesca",6
2023,San Cristóbal de La Laguna,20230101_38023_D03_S021,Construcción,27
2023,San Cristóbal de La Laguna,20230101_38023_D03_S021,Industria,50
2023,San Cristóbal de La Laguna,20230101_38023_D03_S021,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D03_S021,Servicios,389
2023,San Cristóbal de La Laguna,20230101_38023_D03_S022,"Agricultura, ganadería y pesca",1
2023,San Cristóbal de La Laguna,20230101_38023_D03_S022,Construcción,14
2023,San Cristóbal de La Laguna,20230101_38023_D03_S022,Industria,8
2023,San Cristóbal de La Laguna,20230101_38023_D03_S022,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D03_S022,Servicios,356
2023,San Cristóbal de La Laguna,20230101_38023_D03_S023,"Agricultura, ganadería y pesca",9
2023,San Cristóbal de La Laguna,20230101_38023_D03_S023,Construcción,34
2023,San Cristóbal de La Laguna,20230101_38023_D03_S023,Industria,26
2023,San Cristóbal de La Laguna,20230101_38023_D03_S023,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D03_S023,Servicios,421
2023,San Cristóbal de La Laguna,20230101_38023_D03_S024,"Agricultura, ganadería y pesca",2
2023,San Cristóbal de La Laguna,20230101_38023_D03_S024,Construcción,26
2023,San Cristóbal de La Laguna,20230101_38023_D03_S024,Industria,35
2023,San Cristóbal de La Laguna,20230101_38023_D03_S024,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D03_S024,Servicios,369
2023,San Cristóbal de La Laguna,20230101_38023_D03_S025,"Agricultura, ganadería y pesca",3
2023,San Cristóbal de La Laguna,20230101_38023_D03_S025,Construcción,59
2023,San Cristóbal de La Laguna,20230101_38023_D03_S025,Industria,50
2023,San Cristóbal de La Laguna,20230101_38023_D03_S025,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D03_S025,Servicios,798
2023,San Cristóbal de La Laguna,20230101_38023_D03_S026,"Agricultura, ganadería y pesca",3
2023,San Cristóbal de La Laguna,20230101_38023_D03_S026,Construcción,39
2023,San Cristóbal de La Laguna,20230101_38023_D03_S026,Industria,33
2023,San Cristóbal de La Laguna,20230101_38023_D03_S026,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D03_S026,Servicios,504
2023,San Cristóbal de La Laguna,20230101_38023_D03_S027,"Agricultura, ganadería y pesca",2
2023,San Cristóbal de La Laguna,20230101_38023_D03_S027,Construcción,28
2023,San Cristóbal de La Laguna,20230101_38023_D03_S027,Industria,31
2023,San Cristóbal de La Laguna,20230101_38023_D03_S027,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D03_S027,Servicios,585
2023,San Cristóbal de La Laguna,20230101_38023_D03_S028,"Agricultura, ganadería y pesca",5
2023,San Cristóbal de La Laguna,20230101_38023_D03_S028,Construcción,28
2023,San Cristóbal de La Laguna,20230101_38023_D03_S028,Industria,31
2023,San Cristóbal de La Laguna,20230101_38023_D03_S028,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D03_S028,Servicios,499
2023,San Cristóbal de La Laguna,20230101_38023_D03_S029,"Agricultura, ganadería y pesca",6
2023,San Cristóbal de La Laguna,20230101_38023_D03_S029,Construcción,43
2023,San Cristóbal de La Laguna,20230101_38023_D03_S029,Industria,31
2023,San Cristóbal de La Laguna,20230101_38023_D03_S029,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D03_S029,Servicios,596
2023,San Cristóbal de La Laguna,20230101_38023_D04_S001,"Agricultura, ganadería y pesca",7
2023,San Cristóbal de La Laguna,20230101_38023_D04_S001,Construcción,52
2023,San Cristóbal de La Laguna,20230101_38023_D04_S001,Industria,54
2023,San Cristóbal de La Laguna,20230101_38023_D04_S001,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D04_S001,Servicios,754
2023,San Cristóbal de La Laguna,20230101_38023_D04_S002,"Agricultura, ganadería y pesca",4
2023,San Cristóbal de La Laguna,20230101_38023_D04_S002,Construcción,38
2023,San Cristóbal de La Laguna,20230101_38023_D04_S002,Industria,47
2023,San Cristóbal de La Laguna,20230101_38023_D04_S002,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D04_S002,Servicios,680
2023,San Cristóbal de La Laguna,20230101_38023_D04_S003,"Agricultura, ganadería y pesca",11
2023,San Cristóbal de La Laguna,20230101_38023_D04_S003,Construcción,57
2023,San Cristóbal de La Laguna,20230101_38023_D04_S003,Industria,50
2023,San Cristóbal de La Laguna,20230101_38023_D04_S003,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D04_S003,Servicios,724
2023,San Cristóbal de La Laguna,20230101_38023_D04_S004,"Agricultura, ganadería y pesca",5
2023,San Cristóbal de La Laguna,20230101_38023_D04_S004,Construcción,38
2023,San Cristóbal de La Laguna,20230101_38023_D04_S004,Industria,26
2023,San Cristóbal de La Laguna,20230101_38023_D04_S004,No consta,1
2023,San Cristóbal de La Laguna,20230101_38023_D04_S004,Servicios,347
2023,San Cristóbal de La Laguna,20230101_38023_D04_S005,"Agricultura, ganadería y pesca",3
2023,San Cristóbal de La Laguna,20230101_38023_D04_S005,Construcción,22
2023,San Cristóbal de La Laguna,20230101_38023_D04_S005,Industria,25
2023,San Cristóbal de La Laguna,20230101_38023_D04_S005,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D04_S005,Servicios,389
2023,San Cristóbal de La Laguna,20230101_38023_D04_S006,"Agricultura, ganadería y pesca",7
2023,San Cristóbal de La Laguna,20230101_38023_D04_S006,Construcción,58
2023,San Cristóbal de La Laguna,20230101_38023_D04_S006,Industria,37
2023,San Cristóbal de La Laguna,20230101_38023_D04_S006,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D04_S006,Servicios,520
2023,San Cristóbal de La Laguna,20230101_38023_D04_S007,"Agricultura, ganadería y pesca",8
2023,San Cristóbal de La Laguna,20230101_38023_D04_S007,Construcción,65
2023,San Cristóbal de La Laguna,20230101_38023_D04_S007,Industria,34
2023,San Cristóbal de La Laguna,20230101_38023_D04_S007,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D04_S007,Servicios,645
2023,San Cristóbal de La Laguna,20230101_38023_D04_S008,"Agricultura, ganadería y pesca",7
2023,San Cristóbal de La Laguna,20230101_38023_D04_S008,Construcción,23
2023,San Cristóbal de La Laguna,20230101_38023_D04_S008,Industria,24
2023,San Cristóbal de La Laguna,20230101_38023_D04_S008,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D04_S008,Servicios,327
2023,San Cristóbal de La Laguna,20230101_38023_D05_S001,"Agricultura, ganadería y pesca",65
2023,San Cristóbal de La Laguna,20230101_38023_D05_S001,Construcción,64
2023,San Cristóbal de La Laguna,20230101_38023_D05_S001,Industria,33
2023,San Cristóbal de La Laguna,20230101_38023_D05_S001,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D05_S001,Servicios,320
2023,San Cristóbal de La Laguna,20230101_38023_D05_S002,"Agricultura, ganadería y pesca",88
2023,San Cristóbal de La Laguna,20230101_38023_D05_S002,Construcción,59
2023,San Cristóbal de La Laguna,20230101_38023_D05_S002,Industria,37
2023,San Cristóbal de La Laguna,20230101_38023_D05_S002,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D05_S002,Servicios,414
2023,San Cristóbal de La Laguna,20230101_38023_D05_S003,"Agricultura, ganadería y pesca",40
2023,San Cristóbal de La Laguna,20230101_38023_D05_S003,Construcción,34
2023,San Cristóbal de La Laguna,20230101_38023_D05_S003,Industria,36
2023,San Cristóbal de La Laguna,20230101_38023_D05_S003,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D05_S003,Servicios,356
2023,San Cristóbal de La Laguna,20230101_38023_D05_S004,"Agricultura, ganadería y pesca",32
2023,San Cristóbal de La Laguna,20230101_38023_D05_S004,Construcción,37
2023,San Cristóbal de La Laguna,20230101_38023_D05_S004,Industria,27
2023,San Cristóbal de La Laguna,20230101_38023_D05_S004,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D05_S004,Servicios,293
2023,San Cristóbal de La Laguna,20230101_38023_D05_S005,"Agricultura, ganadería y pesca",46
2023,San Cristóbal de La Laguna,20230101_38023_D05_S005,Construcción,59
2023,San Cristóbal de La Laguna,20230101_38023_D05_S005,Industria,69
2023,San Cristóbal de La Laguna,20230101_38023_D05_S005,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D05_S005,Servicios,695
2023,San Cristóbal de La Laguna,20230101_38023_D05_S006,"Agricultura, ganadería y pesca",26
2023,San Cristóbal de La Laguna,20230101_38023_D05_S006,Construcción,43
2023,San Cristóbal de La Laguna,20230101_38023_D05_S006,Industria,25
2023,San Cristóbal de La Laguna,20230101_38023_D05_S006,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D05_S006,Servicios,415
2023,San Cristóbal de La Laguna,20230101_38023_D05_S007,"Agricultura, ganadería y pesca",20
2023,San Cristóbal de La Laguna,20230101_38023_D05_S007,Construcción,33
2023,San Cristóbal de La Laguna,20230101_38023_D05_S007,Industria,43
2023,San Cristóbal de La Laguna,20230101_38023_D05_S007,No consta,1
2023,San Cristóbal de La Laguna,20230101_38023_D05_S007,Servicios,612
2023,San Cristóbal de La Laguna,20230101_38023_D05_S008,"Agricultura, ganadería y pesca",48
2023,San Cristóbal de La Laguna,20230101_38023_D05_S008,Construcción,42
2023,San Cristóbal de La Laguna,20230101_38023_D05_S008,Industria,27
2023,San Cristóbal de La Laguna,20230101_38023_D05_S008,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D05_S008,Servicios,291
2023,San Cristóbal de La Laguna,20230101_38023_D05_S009,"Agricultura, ganadería y pesca",15
2023,San Cristóbal de La Laguna,20230101_38023_D05_S009,Construcción,37
2023,San Cristóbal de La Laguna,20230101_38023_D05_S009,Industria,37
2023,San Cristóbal de La Laguna,20230101_38023_D05_S009,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D05_S009,Servicios,668
2023,San Cristóbal de La Laguna,20230101_38023_D05_S010,"Agricultura, ganadería y pesca",55
2023,San Cristóbal de La Laguna,20230101_38023_D05_S010,Construcción,77
2023,San Cristóbal de La Laguna,20230101_38023_D05_S010,Industria,54
2023,San Cristóbal de La Laguna,20230101_38023_D05_S010,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D05_S010,Servicios,602
2023,San Cristóbal de La Laguna,20230101_38023_D05_S011,"Agricultura, ganadería y pesca",34
2023,San Cristóbal de La Laguna,20230101_38023_D05_S011,Construcción,36
2023,San Cristóbal de La Laguna,20230101_38023_D05_S011,Industria,25
2023,San Cristóbal de La Laguna,20230101_38023_D05_S011,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D05_S011,Servicios,289
2023,San Cristóbal de La Laguna,20230101_38023_D05_S012,"Agricultura, ganadería y pesca",55
2023,San Cristóbal de La Laguna,20230101_38023_D05_S012,Construcción,72
2023,San Cristóbal de La Laguna,20230101_38023_D05_S012,Industria,33
2023,San Cristóbal de La Laguna,20230101_38023_D05_S012,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D05_S012,Servicios,429
2023,San Cristóbal de La Laguna,20230101_38023_D05_S013,"Agricultura, ganadería y pesca",36
2023,San Cristóbal de La Laguna,20230101_38023_D05_S013,Construcción,26
2023,San Cristóbal de La Laguna,20230101_38023_D05_S013,Industria,14
2023,San Cristóbal de La Laguna,20230101_38023_D05_S013,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D05_S013,Servicios,263
2023,San Cristóbal de La Laguna,20230101_38023_D05_S014,"Agricultura, ganadería y pesca",44
2023,San Cristóbal de La Laguna,20230101_38023_D05_S014,Construcción,53
2023,San Cristóbal de La Laguna,20230101_38023_D05_S014,Industria,51
2023,San Cristóbal de La Laguna,20230101_38023_D05_S014,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D05_S014,Servicios,546
2023,San Cristóbal de La Laguna,20230101_38023_D05_S015,"Agricultura, ganadería y pesca",9
2023,San Cristóbal de La Laguna,20230101_38023_D05_S015,Construcción,24
2023,San Cristóbal de La Laguna,20230101_38023_D05_S015,Industria,25
2023,San Cristóbal de La Laguna,20230101_38023_D05_S015,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D05_S015,Servicios,434
2023,San Cristóbal de La Laguna,20230101_38023_D06_S001,"Agricultura, ganadería y pesca",6
2023,San Cristóbal de La Laguna,20230101_38023_D06_S001,Construcción,32
2023,San Cristóbal de La Laguna,20230101_38023_D06_S001,Industria,44
2023,San Cristóbal de La Laguna,20230101_38023_D06_S001,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D06_S001,Servicios,523
2023,San Cristóbal de La Laguna,20230101_38023_D06_S002,"Agricultura, ganadería y pesca",10
2023,San Cristóbal de La Laguna,20230101_38023_D06_S002,Construcción,23
2023,San Cristóbal de La Laguna,20230101_38023_D06_S002,Industria,22
2023,San Cristóbal de La Laguna,20230101_38023_D06_S002,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D06_S002,Servicios,640
2023,San Cristóbal de La Laguna,20230101_38023_D06_S003,"Agricultura, ganadería y pesca",8
2023,San Cristóbal de La Laguna,20230101_38023_D06_S003,Construcción,44
2023,San Cristóbal de La Laguna,20230101_38023_D06_S003,Industria,31
2023,San Cristóbal de La Laguna,20230101_38023_D06_S003,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D06_S003,Servicios,449
2023,San Cristóbal de La Laguna,20230101_38023_D06_S004,"Agricultura, ganadería y pesca",8
2023,San Cristóbal de La Laguna,20230101_38023_D06_S004,Construcción,40
2023,San Cristóbal de La Laguna,20230101_38023_D06_S004,Industria,49
2023,San Cristóbal de La Laguna,20230101_38023_D06_S004,No consta,0
2023,San Cristóbal de La Laguna,20230101_38023_D06_S004,Servicios,414
2023,San Juan de la Rambla,20230101_38034_D01_S001,"Agricultura, ganadería y pesca",20
2023,San Juan de la Rambla,20230101_38034_D01_S001,Construcción,29
2023,San Juan de la Rambla,20230101_38034_D01_S001,Industria,14
2023,San Juan de la Rambla,20230101_38034_D01_S001,No consta,0
2023,San Juan de la Rambla,20230101_38034_D01_S001,Servicios,425
2023,San Juan de la Rambla,20230101_38034_D01_S002,"Agricultura, ganadería y pesca",41
2023,San Juan de la Rambla,20230101_38034_D01_S002,Construcción,80
2023,San Juan de la Rambla,20230101_38034_D01_S002,Industria,25
2023,San Juan de la Rambla,20230101_38034_D01_S002,No consta,0
2023,San Juan de la Rambla,20230101_38034_D01_S002,Servicios,589
2023,San Juan de la Rambla,20230101_38034_D01_S003,"Agricultura, ganadería y pesca",16
2023,San Juan de la Rambla,20230101_38034_D01_S003,Construcción,51
2023,San Juan de la Rambla,20230101_38034_D01_S003,Industria,8
2023,San Juan de la Rambla,20230101_38034_D01_S003,No consta,0
2023,San Juan de la Rambla,20230101_38034_D01_S003,Servicios,200
2023,San Juan de la Rambla,20230101_38034_D01_S004,"Agricultura, ganadería y pesca",37
2023,San Juan de la Rambla,20230101_38034_D01_S004,Construcción,91
2023,San Juan de la Rambla,20230101_38034_D01_S004,Industria,21
2023,San Juan de la Rambla,20230101_38034_D01_S004,No consta,0
2023,San Juan de la Rambla,20230101_38034_D01_S004,Servicios,318
2023,San Miguel de Abona,20230101_38035_D01_S001,"Agricultura, ganadería y pesca",19
2023,San Miguel de Abona,20230101_38035_D01_S001,Construcción,80
2023,San Miguel de Abona,20230101_38035_D01_S001,Industria,54
2023,San Miguel de Abona,20230101_38035_D01_S001,No consta,0
2023,San Miguel de Abona,20230101_38035_D01_S001,Servicios,914
2023,San Miguel de Abona,20230101_38035_D01_S002,"Agricultura, ganadería y pesca",29
2023,San Miguel de Abona,20230101_38035_D01_S002,Construcción,52
2023,San Miguel de Abona,20230101_38035_D01_S002,Industria,32
2023,San Miguel de Abona,20230101_38035_D01_S002,No consta,0
2023,San Miguel de Abona,20230101_38035_D01_S002,Servicios,764
2023,San Miguel de Abona,20230101_38035_D01_S003,"Agricultura, ganadería y pesca",26
2023,San Miguel de Abona,20230101_38035_D01_S003,Construcción,69
2023,San Miguel de Abona,20230101_38035_D01_S003,Industria,61
2023,San Miguel de Abona,20230101_38035_D01_S003,No consta,0
2023,San Miguel de Abona,20230101_38035_D01_S003,Servicios,888
2023,San Miguel de Abona,20230101_38035_D01_S004,"Agricultura, ganadería y pesca",33
2023,San Miguel de Abona,20230101_38035_D01_S004,Construcción,133
2023,San Miguel de Abona,20230101_38035_D01_S004,Industria,62
2023,San Miguel de Abona,20230101_38035_D01_S004,No consta,2
2023,San Miguel de Abona,20230101_38035_D01_S004,Servicios,2165
2023,San Miguel de Abona,20230101_38035_D01_S005,"Agricultura, ganadería y pesca",16
2023,San Miguel de Abona,20230101_38035_D01_S005,Construcción,24
2023,San Miguel de Abona,20230101_38035_D01_S005,Industria,38
2023,San Miguel de Abona,20230101_38035_D01_S005,No consta,0
2023,San Miguel de Abona,20230101_38035_D01_S005,Servicios,350
2023,San Miguel de Abona,20230101_38035_D01_S006,"Agricultura, ganadería y pesca",24
2023,San Miguel de Abona,20230101_38035_D01_S006,Construcción,47
2023,San Miguel de Abona,20230101_38035_D01_S006,Industria,20
2023,San Miguel de Abona,20230101_38035_D01_S006,No consta,0
2023,San Miguel de Abona,20230101_38035_D01_S006,Servicios,616
2023,San Miguel de Abona,20230101_38035_D01_S007,"Agricultura, ganadería y pesca",16
2023,San Miguel de Abona,20230101_38035_D01_S007,Construcción,60
2023,San Miguel de Abona,20230101_38035_D01_S007,Industria,37
2023,San Miguel de Abona,20230101_38035_D01_S007,No consta,0
2023,San Miguel de Abona,20230101_38035_D01_S007,Servicios,943
2023,San Miguel de Abona,20230101_38035_D01_S008,"Agricultura, ganadería y pesca",17
2023,San Miguel de Abona,20230101_38035_D01_S008,Construcción,47
2023,San Miguel de Abona,20230101_38035_D01_S008,Industria,36
2023,San Miguel de Abona,20230101_38035_D01_S008,No consta,0
2023,San Miguel de Abona,20230101_38035_D01_S008,Servicios,1034
2023,San Miguel de Abona,20230101_38035_D01_S009,"Agricultura, ganadería y pesca",50
2023,San Miguel de Abona,20230101_38035_D01_S009,Construcción,72
2023,San Miguel de Abona,20230101_38035_D01_S009,Industria,47
2023,San Miguel de Abona,20230101_38035_D01_S009,No consta,0
2023,San Miguel de Abona,20230101_38035_D01_S009,Servicios,875
2023,San Sebastián de la Gomera,20230101_38036_D01_S001,"Agricultura, ganadería y pesca",11
2023,San Sebastián de la Gomera,20230101_38036_D01_S001,Construcción,51
2023,San Sebastián de la Gomera,20230101_38036_D01_S001,Industria,20
2023,San Sebastián de la Gomera,20230101_38036_D01_S001,No consta,0
2023,San Sebastián de la Gomera,20230101_38036_D01_S001,Servicios,568
2023,San Sebastián de la Gomera,20230101_38036_D01_S002,"Agricultura, ganadería y pesca",31
2023,San Sebastián de la Gomera,20230101_38036_D01_S002,Construcción,74
2023,San Sebastián de la Gomera,20230101_38036_D01_S002,Industria,26
2023,San Sebastián de la Gomera,20230101_38036_D01_S002,No consta,0
2023,San Sebastián de la Gomera,20230101_38036_D01_S002,Servicios,711
2023,San Sebastián de la Gomera,20230101_38036_D01_S003,"Agricultura, ganadería y pesca",13
2023,San Sebastián de la Gomera,20230101_38036_D01_S003,Construcción,30
2023,San Sebastián de la Gomera,20230101_38036_D01_S003,Industria,15
2023,San Sebastián de la Gomera,20230101_38036_D01_S003,No consta,0
2023,San Sebastián de la Gomera,20230101_38036_D01_S003,Servicios,276
2023,San Sebastián de la Gomera,20230101_38036_D01_S005,"Agricultura, ganadería y pesca",27
2023,San Sebastián de la Gomera,20230101_38036_D01_S005,Construcción,75
2023,San Sebastián de la Gomera,20230101_38036_D01_S005,Industria,29
2023,San Sebastián de la Gomera,20230101_38036_D01_S005,No consta,2
2023,San Sebastián de la Gomera,20230101_38036_D01_S005,Servicios,739
2023,San Sebastián de la Gomera,20230101_38036_D01_S006,"Agricultura, ganadería y pesca",18
2023,San Sebastián de la Gomera,20230101_38036_D01_S006,Construcción,46
2023,San Sebastián de la Gomera,20230101_38036_D01_S006,Industria,19
2023,San Sebastián de la Gomera,20230101_38036_D01_S006,No consta,1
2023,San Sebastián de la Gomera,20230101_38036_D01_S006,Servicios,507
2023,San Sebastián de la Gomera,20230101_38036_D01_S007,"Agricultura, ganadería y pesca",12
2023,San Sebastián de la Gomera,20230101_38036_D01_S007,Construcción,48
2023,San Sebastián de la Gomera,20230101_38036_D01_S007,Industria,17
2023,San Sebastián de la Gomera,20230101_38036_D01_S007,No consta,0
2023,San Sebastián de la Gomera,20230101_38036_D01_S007,Servicios,292
2023,San Sebastián de la Gomera,20230101_38036_D01_S008,"Agricultura, ganadería y pesca",12
2023,San Sebastián de la Gomera,20230101_38036_D01_S008,Construcción,40
2023,San Sebastián de la Gomera,20230101_38036_D01_S008,Industria,18
2023,San Sebastián de la Gomera,20230101_38036_D01_S008,No consta,0
2023,San Sebastián de la Gomera,20230101_38036_D01_S008,Servicios,576
2023,Santa Cruz de Tenerife,20230101_38038_D01_S001,"Agricultura, ganadería y pesca",7
2023,Santa Cruz de Tenerife,20230101_38038_D01_S001,Construcción,25
2023,Santa Cruz de Tenerife,20230101_38038_D01_S001,Industria,24
2023,Santa Cruz de Tenerife,20230101_38038_D01_S001,No consta,1
2023,Santa Cruz de Tenerife,20230101_38038_D01_S001,Servicios,590
2023,Santa Cruz de Tenerife,20230101_38038_D01_S002,"Agricultura, ganadería y pesca",2
2023,Santa Cruz de Tenerife,20230101_38038_D01_S002,Construcción,10
2023,Santa Cruz de Tenerife,20230101_38038_D01_S002,Industria,8
2023,Santa Cruz de Tenerife,20230101_38038_D01_S002,No consta,0
2023,Santa Cruz de Tenerife,20230101_38038_D01_S002,Servicios,406
2023,Santa Cruz de Tenerife,20230101_38038_D01_S003,"Agricultura, ganadería y pesca",3
2023,Santa Cruz de Tenerife,20230101_38038_D01_S003,Construcción,17
2023,Santa Cruz de Tenerife,20230101_38038_D01_S003,Industria,19
2023,Santa Cruz de Tenerife,20230101_38038_D01_S003,No consta,1
2023,Santa Cruz de Tenerife,20230101_38038_D01_S003,Servicios,600
2023,Santa Cruz de Tenerife,20230101_38038_D01_S004,"Agricultura, ganadería y pesca",7
2023,Santa Cruz de Tenerife,20230101_38038_D01_S004,Construcción,15
2023,Santa Cruz de Tenerife,20230101_38038_D01_S004,Industria,5
2023,Santa Cruz de Tenerife,20230101_38038_D01_S004,No consta,0
2023,Santa Cruz de Tenerife,20230101_38038_D01_S004,Servicios,442
2023,Santa Cruz de Tenerife,20230101_38038_D01_S006,"Agricultura, ganadería y pesca",4
2023,Santa Cruz de Tenerife,20230101_38038_D01_S006,Construcción,18
2023,Santa Cruz de Tenerife,20230101_38038_D01_S006,Industria,20
2023,Santa Cruz de Tenerife,20230101_38038_D01_S006,No consta,0
2023,Santa Cruz de Tenerife,20230101_38038_D01_S006,Servicios,800
2023,Santa Cruz de Tenerife,20230101_38038_D01_S007,"Agricultura, ganadería y pesca",1
2023,Santa Cruz de Tenerife,20230101_38038_D01_S007,Construcción,8
2023,Santa Cruz de Tenerife,20230101_38038_D01_S007,Industria,12
2023,Santa Cruz de Tenerife,20230101_38038_D01_S007,No consta,0
2023,Santa Cruz de Tenerife,20230101_38038_D01_S007,Servicios,305
2023,Santa Cruz de Tenerife,20230101_38038_D01_S008,"Agricultura, ganadería y pesca",5
2023,Santa Cruz de Tenerife,20230101_38038_D01_S008,Construcción,27
2023,Santa Cruz de Tenerife,20230101_38038_D01_S008,Industria,44
2023,Santa Cruz de Tenerife,20230101_38038_D01_S008,No consta,0
2023,Santa Cruz de Tenerife,20230101_38038_D01_S008,Servicios,819
2023,Santa Cruz de Tenerife,20230101_38038_D01_S009,"Agricultura, ganadería y pesca",3
2023,Santa Cruz de Tenerife,20230101_38038_D01_S009,Construcción,12
2023,Santa Cruz de Tenerife,20230101_38038_D01_S009,Industria,19
2023,Santa Cruz de Tenerife,20230101_38038_D01_S009,No consta,0
2023,Santa Cruz de Tenerife,20230101_38038_D01_S009,Servicios,424
2023,Santa Cruz de Tenerife,20230101_38038_D01_S010,"Agricultura, ganadería y pesca",3
2023,Santa Cruz de Tenerife,20230101_38038_D01_S010,Construcción,15
2023,Santa Cruz de Tenerife,20230101_38038_D01_S010,Industria,22
2023,Santa Cruz de Tenerife,20230101_38038_D01_S010,No consta,1
2023,Santa Cruz de Tenerife,20230101_38038_D01_S010,Servicios,626
2023,Santa Cruz de Tenerife,20230101_38038_D01_S011,"Agricultura, ganadería y pesca",5
2023,Santa Cruz de Tenerife,20230101_38038_D01_S011,Construcción,13
2023,Santa Cruz de Tenerife,20230101_38038_D01_S011,Industria,19
2023,Santa Cruz de Tenerife,20230101_38038_D01_S011,No consta,0
2023,Santa Cruz de Tenerife,20230101_38038_D01_S011,Servicios,374
2023,Santa Cruz de Tenerife,20230101_38038_D01_S012,"Agricultura, ganadería y pesca",3
2023,Santa Cruz de Tenerife,20230101_38038_D01_S012,Construcción,26
2023,Santa Cruz de Tenerife,20230101_38038_D01_S012,Industria,32
2023,Santa Cruz de Tenerife,20230101_38038_D01_S012,No consta,1
2023,Santa Cruz de Tenerife,20230101_38038_D01_S012,Servicios,762
2023,Santa Cruz de Tenerife,20230101_38038_D02_S001,"Agricultura, ganadería y pesca",4
2023,Santa Cruz de Tenerife,20230101_38038_D02_S001,Construcción,10
2023,Santa Cruz de Tenerife,20230101_38038_D02_S001,Industria,16
2023,Santa Cruz de Tenerife,20230101_38038_D02_S001,No consta,1
2023,Santa Cruz de Tenerife,20230101_38038_D02_S001,Servicios,452
2023,Santa Cruz de Tenerife,20230101_38038_D02_S002,"Agricultura, ganadería y pesca",4
2023,Santa Cruz de Tenerife,20230101_38038_D02_S002,Construcción,8
2023,Santa Cruz de Tenerife,20230101_38038_D02_S002,Industria,9
2023,Santa Cruz de Tenerife,20230101_38038_D02_S002,No consta,0
2023,Santa Cruz de Tenerife,20230101_38038_D02_S002,Servicios,397
2023,Santa Cruz de Tenerife,20230101_38038_D02_S003,"Agricultura, ganadería y pesca",3
2023,Santa Cruz de Tenerife,20230101_38038_D02_S003,Construcción,22
2023,Santa Cruz de Tenerife,20230101_38038_D02_S003,Industria,16
2023,Santa Cruz de Tenerife,20230101_38038_D02_S003,No consta,1
2023,Santa Cruz de Tenerife,20230101_38038_D02_S003,Servicios,544
2023,Santa Cruz de Tenerife,20230101_38038_D02_S004,"Agricultura, ganadería y pesca",3
2023,Santa Cruz de Tenerife,20230101_38038_D02_S004,Construcción,15
2023,Santa Cruz de Tenerife,20230101_38038_D02_S004,Industria,12
2023,Santa Cruz de Tenerife,20230101_38038_D02_S004,No consta,0
